Date,Price,Open,High,Low,Vol.,Change %
07/24/2024,"2,413.30","2,421.00","2,421.00","2,411.60",0.01K,0.36%
07/23/2024,"2,404.60","2,395.80","2,404.60","2,388.70",0.04K,0.53%
07/22/2024,"2,392.00","2,402.10","2,402.10","2,392.00",0.02K,-0.15%
07/19/2024,"2,395.50","2,418.80","2,419.20","2,395.50",0.01K,-2.30%
07/18/2024,"2,451.80","2,466.00","2,466.00","2,451.80",0.00K,-0.12%
07/17/2024,"2,454.80","2,472.90","2,473.10","2,454.80",0.01K,-0.31%
07/16/2024,"2,462.40","2,427.40","2,462.40","2,427.40",0.09K,1.63%
07/15/2024,"2,422.90","2,430.00","2,436.00","2,422.90",0.54K,0.37%
07/12/2024,"2,414.00","2,399.80","2,414.00","2,391.30",0.35K,-0.04%
07/11/2024,"2,415.00","2,378.70","2,416.70","2,378.70",0.07K,1.80%
07/10/2024,"2,372.20","2,366.30","2,377.00","2,365.80",0.02K,0.51%
07/09/2024,"2,360.10","2,363.10","2,363.70","2,360.10",0.01K,0.21%
07/08/2024,"2,355.20","2,381.70","2,383.80","2,352.80",0.06K,-1.39%
07/05/2024,"2,388.50","2,354.90","2,388.50","2,354.90",0.07K,1.22%
07/03/2024,"2,359.80","2,330.90","2,361.60","2,330.90",0.06K,1.58%
07/02/2024,"2,323.00","2,330.70","2,334.60","2,323.00",0.03K,-0.20%
07/01/2024,"2,327.60","2,323.80","2,329.70","2,321.70",0.24K,-0.00%
06/28/2024,"2,327.70","2,325.40","2,338.30","2,319.00",0.09K,0.14%
06/27/2024,"2,324.50","2,296.80","2,329.00","2,295.00",1.53K,1.10%
06/26/2024,"2,299.20","2,307.90","2,314.40","2,298.00",0.99K,-0.75%
06/25/2024,"2,316.60","2,324.40","2,333.00","2,316.60",0.10K,-0.58%
06/24/2024,"2,330.00","2,323.30","2,332.90","2,322.70",0.10K,0.59%
06/21/2024,"2,316.40","2,331.20","2,331.20","2,316.40",0.08K,-1.59%
06/20/2024,"2,353.80","2,328.90","2,354.00","2,328.30",0.18K,1.00%
06/18/2024,"2,330.40","2,311.80","2,330.40","2,311.80",0.04K,0.78%
06/17/2024,"2,312.40","2,320.20","2,320.20","2,309.60",0.11K,-0.81%
06/14/2024,"2,331.40","2,307.00","2,331.40","2,305.80",0.95K,1.36%
06/13/2024,"2,300.20","2,309.40","2,317.70","2,296.20",0.30K,-1.53%
06/12/2024,"2,336.00","2,314.90","2,338.70","2,310.30",0.13K,1.24%
06/11/2024,"2,307.50","2,300.00","2,314.10","2,300.00",0.87K,-0.01%
06/10/2024,"2,307.70","2,290.60","2,309.30","2,290.50",0.07K,0.11%
06/07/2024,"2,305.20","2,379.90","2,385.10","2,285.40",0.27K,-2.75%
06/06/2024,"2,370.30","2,355.00","2,375.80","2,355.00",0.18K,0.69%
06/05/2024,"2,354.10","2,326.40","2,354.30","2,326.20",0.29K,1.23%
06/04/2024,"2,325.50","2,347.50","2,347.70","2,313.90",0.89K,-0.90%
06/03/2024,"2,346.60","2,322.60","2,347.50","2,312.00",0.78K,1.02%
05/31/2024,"2,322.90","2,344.10","2,354.00","2,319.00",0.94K,-0.85%
05/30/2024,"2,342.90","2,336.90","2,349.50","2,320.80",32.59K,0.11%
05/29/2024,"2,340.30","2,340.30","2,340.30","2,340.30",119.32K,-0.63%
05/28/2024,"2,355.20","2,336.90","2,359.70","2,336.90",0.03K,0.97%
05/24/2024,"2,332.50","2,342.60","2,345.40","2,332.50",0.03K,-0.11%
05/23/2024,"2,335.00","2,371.20","2,371.20","2,335.00",0.36K,-2.27%
05/22/2024,"2,389.20","2,417.50","2,417.60","2,375.80",0.18K,-1.34%
05/21/2024,"2,421.70","2,429.50","2,429.50","2,421.00",0.01K,-0.50%
05/20/2024,"2,433.90","2,415.80","2,435.80","2,409.70",0.04K,0.90%
05/17/2024,"2,412.20","2,380.70","2,415.80","2,380.70",0.21K,1.35%
05/16/2024,"2,380.00","2,389.50","2,392.20","2,380.00",0.01K,-0.36%
05/15/2024,"2,388.70","2,361.60","2,388.70","2,356.00",0.03K,1.50%
05/14/2024,"2,353.40","2,336.00","2,358.00","2,336.00",0.01K,0.74%
05/13/2024,"2,336.10","2,358.30","2,358.30","2,336.10",0.01K,-1.32%
05/10/2024,"2,367.30","2,367.30","2,367.30","2,367.30",0.13K,1.51%
05/09/2024,"2,332.10","2,310.70","2,339.50","2,310.70",0.01K,0.80%
05/08/2024,"2,313.60","2,313.60","2,313.60","2,313.60",0.00K,-0.07%
05/07/2024,"2,315.20","2,324.30","2,324.30","2,315.20",0.03K,-0.28%
05/06/2024,"2,321.60","2,322.80","2,325.50","2,314.20",0.01K,0.98%
05/03/2024,"2,299.00","2,300.00","2,301.00","2,277.60",0.19K,-0.01%
05/02/2024,"2,299.20","2,321.70","2,324.70","2,292.30",0.06K,-0.03%
05/01/2024,"2,299.90","2,287.70","2,327.30","2,283.80",0.04K,0.37%
04/30/2024,"2,291.40","2,322.50","2,322.50","2,291.40",0.11K,-2.30%
04/29/2024,"2,345.40","2,334.80","2,345.50","2,327.90",0.41K,0.45%
04/26/2024,"2,334.80","2,347.90","2,347.90","2,332.80",0.72K,0.21%
04/25/2024,"2,329.80","2,315.00","2,329.80","2,305.00",1.02K,0.23%
04/24/2024,"2,324.50","2,321.30","2,328.70","2,314.60",0.10K,-0.14%
04/23/2024,"2,327.70","2,327.70","2,330.80","2,294.20",0.17K,-0.19%
04/22/2024,"2,332.20","2,383.30","2,383.30","2,326.90",0.05K,-2.76%
04/19/2024,"2,398.40","2,379.30","2,399.80","2,377.30",0.16K,0.68%
04/18/2024,"2,382.30","2,368.40","2,384.40","2,368.40",0.13K,0.45%
04/17/2024,"2,371.70","2,384.20","2,391.40","2,369.30",0.04K,-0.80%
04/16/2024,"2,390.80","2,384.00","2,390.80","2,371.40",0.04K,1.06%
04/15/2024,"2,365.80","2,362.10","2,384.70","2,326.00",1.80K,0.41%
04/12/2024,"2,356.20","2,377.30","2,429.00","2,334.30",0.58K,0.06%
04/11/2024,"2,354.80","2,341.50","2,376.30","2,330.60",0.28K,1.08%
04/10/2024,"2,329.60","2,346.60","2,358.10","2,327.70",0.38K,-0.59%
04/09/2024,"2,343.50","2,337.80","2,364.70","2,337.80",0.21K,0.51%
04/08/2024,"2,331.70","2,325.60","2,341.80","2,319.00",0.20K,0.26%
04/05/2024,"2,325.70","2,289.20","2,328.40","2,267.40",0.34K,1.61%
04/04/2024,"2,288.80","2,301.70","2,302.90","2,280.00",0.25K,-0.24%
04/03/2024,"2,294.40","2,281.70","2,298.80","2,267.90",0.28K,1.48%
04/02/2024,"2,261.00","2,252.00","2,279.20","2,247.60",0.43K,1.10%
04/01/2024,"2,236.50","2,235.70","2,264.20","2,230.00",0.40K,0.86%
03/28/2024,"2,217.40","2,193.60","2,234.10","2,187.10",2.04K,1.22%
03/27/2024,"2,190.60","2,179.40","2,196.20","2,172.10",31.20K,0.69%
03/26/2024,"2,175.60","2,182.70","2,182.70","2,175.60",202.37K,0.04%
03/25/2024,"2,174.80","2,166.20","2,179.40","2,166.20",0.08K,0.77%
03/22/2024,"2,158.10","2,179.20","2,179.60","2,157.50",0.02K,-1.11%
03/21/2024,"2,182.40","2,207.00","2,211.60","2,182.40",0.06K,1.14%
03/20/2024,"2,157.90","2,157.30","2,185.90","2,150.90",0.02K,0.07%
03/19/2024,"2,156.30","2,156.10","2,156.30","2,156.10",0.01K,-0.20%
03/18/2024,"2,160.70","2,146.20","2,160.70","2,146.20",0.02K,0.16%
03/15/2024,"2,157.30","2,161.70","2,161.70","2,157.30",0.10K,-0.26%
03/14/2024,"2,163.00","2,163.00","2,163.00","2,162.30",0.52K,-0.57%
03/13/2024,"2,175.40","2,162.50","2,175.40","2,162.50",0.02K,0.69%
03/12/2024,"2,160.40","2,182.50","2,182.70","2,160.40",0.55K,-1.01%
03/11/2024,"2,182.50","2,181.00","2,184.00","2,177.20",0.74K,0.18%
03/08/2024,"2,178.60","2,167.30","2,194.90","2,166.30",0.26K,0.95%
03/07/2024,"2,158.00","2,147.00","2,163.00","2,147.00",0.15K,0.36%
03/06/2024,"2,150.30","2,125.50","2,150.30","2,125.50",0.44K,0.79%
03/05/2024,"2,133.50","2,114.90","2,133.50","2,111.40",1.29K,0.75%
03/04/2024,"2,117.70","2,083.60","2,119.80","2,080.70",0.81K,1.48%
03/01/2024,"2,086.90","2,043.10","2,086.90","2,041.80",1.21K,2.01%
02/29/2024,"2,045.70","2,034.30","2,049.80","2,034.30",0.71K,0.62%
02/28/2024,"2,033.00","2,029.50","2,037.00","2,024.80",0.58K,-0.05%
02/27/2024,"2,034.00","2,035.90","2,035.90","2,034.00",0.96K,0.27%
02/26/2024,"2,028.50","2,034.10","2,035.40","2,024.80",0.14K,-0.50%
02/23/2024,"2,038.60","2,026.00","2,038.60","2,014.90",0.02K,0.94%
02/22/2024,"2,019.70","2,033.20","2,033.20","2,019.70",0.96K,-0.13%
02/21/2024,"2,022.30","2,028.20","2,028.20","2,022.30",0.01K,-0.26%
02/20/2024,"2,027.50","2,015.60","2,029.00","2,015.60",1.33K,0.80%
02/16/2024,"2,011.50","2,005.00","2,011.50","1,996.50",0.03K,0.47%
02/15/2024,"2,002.10","1,993.60","2,007.20","1,993.60",0.29K,0.59%
02/14/2024,"1,990.30","1,990.30","1,993.50","1,984.80",1.92K,-0.13%
02/13/2024,"1,992.90","2,025.10","2,025.80","1,990.00",0.20K,-1.25%
02/12/2024,"2,018.20","2,025.50","2,025.50","2,011.60",0.32K,-0.25%
02/09/2024,"2,023.30","2,032.00","2,032.00","2,020.00",0.06K,-0.44%
02/08/2024,"2,032.20","2,028.00","2,036.70","2,020.30",0.34K,-0.15%
02/07/2024,"2,035.20","2,032.80","2,039.50","2,032.70",0.07K,0.03%
02/06/2024,"2,034.50","2,025.90","2,037.30","2,025.90",0.25K,0.43%
02/05/2024,"2,025.70","2,038.90","2,040.80","2,013.80",0.41K,-0.51%
02/02/2024,"2,036.10","2,054.80","2,055.90","2,027.70",0.89K,-0.82%
02/01/2024,"2,053.00","2,040.20","2,064.50","2,029.00",0.95K,0.22%
01/31/2024,"2,048.40","2,035.40","2,055.00","2,030.00",2.01K,0.83%
01/30/2024,"2,031.50","2,032.50","2,048.50","2,028.10",26.91K,0.31%
01/29/2024,"2,025.20","2,025.20","2,025.20","2,025.20",150.71K,0.42%
01/26/2024,"2,016.80","2,021.70","2,022.40","2,016.80",0.05K,-0.00%
01/25/2024,"2,016.90","2,012.10","2,022.40","2,012.10",0.55K,0.15%
01/24/2024,"2,013.90","2,023.20","2,033.20","2,013.90",0.25K,-0.48%
01/23/2024,"2,023.70","2,030.30","2,030.30","2,022.50",0.01K,0.19%
01/22/2024,"2,019.80","2,021.30","2,021.30","2,019.80",0.01K,-0.33%
01/19/2024,"2,026.50","2,023.20","2,036.00","2,019.50",0.05K,0.39%
01/18/2024,"2,018.60","2,012.80","2,018.60","2,009.50",1.47K,0.80%
01/17/2024,"2,002.60","2,026.50","2,026.50","2,002.60",0.76K,-1.15%
01/16/2024,"2,026.00","2,051.70","2,054.80","2,026.00",0.05K,-1.01%
01/12/2024,"2,046.70","2,031.10","2,057.00","2,031.10",0.39K,1.61%
01/11/2024,"2,014.30","2,025.10","2,025.10","2,014.30",0.10K,-0.37%
01/10/2024,"2,021.70","2,029.00","2,035.60","2,021.70",0.54K,-0.23%
01/09/2024,"2,026.40","2,035.80","2,035.80","2,026.40",0.03K,-0.01%
01/08/2024,"2,026.60","2,019.10","2,033.70","2,019.10",0.01K,-0.77%
01/05/2024,"2,042.40","2,044.50","2,048.10","2,042.40",0.01K,0.00%
01/04/2024,"2,042.30","2,041.60","2,044.50","2,038.00",0.09K,0.40%
01/03/2024,"2,034.20","2,034.20","2,044.00","2,034.20",0.05K,-1.46%
01/02/2024,"2,064.40","2,063.50","2,073.70","2,057.10",0.06K,0.10%
12/29/2023,"2,062.40","2,068.00","2,068.90","2,062.10",0.05K,-0.55%
12/28/2023,"2,073.90","2,081.60","2,087.30","2,066.50",0.34K,-0.38%
12/27/2023,"2,081.90","2,067.30","2,081.90","2,064.80",0.59K,1.15%
12/26/2023,"2,058.20","2,060.00","2,060.80","2,054.20",0.06K,0.05%
12/22/2023,"2,057.10","2,055.70","2,068.70","2,052.20",0.20K,0.88%
12/21/2023,"2,039.10","2,035.80","2,044.50","2,033.00",0.23K,0.23%
12/20/2023,"2,034.50","2,037.10","2,037.10","2,030.30",0.26K,-0.19%
12/19/2023,"2,038.40","2,025.20","2,042.70","2,025.20",0.50K,0.60%
12/18/2023,"2,026.30","2,024.30","2,032.80","2,024.00",0.10K,0.26%
12/15/2023,"2,021.10","2,032.60","2,043.40","2,018.30",0.26K,-0.45%
12/14/2023,"2,030.20","2,024.70","2,040.10","2,024.30",0.24K,2.42%
12/13/2023,"1,982.30","1,978.50","2,024.80","1,975.00",2.25K,0.23%
12/12/2023,"1,977.80","1,984.20","1,994.20","1,977.80",0.10K,-0.01%
12/11/2023,"1,978.00","2,004.10","2,004.20","1,977.20",0.65K,-1.02%
12/08/2023,"1,998.30","2,031.70","2,033.10","1,995.00",0.45K,-1.56%
12/07/2023,"2,029.90","2,029.20","2,034.90","2,024.00",0.07K,-0.03%
12/06/2023,"2,030.50","2,019.90","2,035.80","2,019.00",0.42K,0.59%
12/05/2023,"2,018.50","2,035.10","2,037.00","2,010.20",0.29K,-0.28%
12/04/2023,"2,024.10","2,075.30","2,130.20","2,021.00",1.07K,-2.26%
12/01/2023,"2,071.00","2,038.30","2,073.20","2,036.00",0.61K,1.61%
11/30/2023,"2,038.10","2,046.10","2,047.10","2,033.10",2.51K,-0.44%
11/29/2023,"2,047.10","2,041.70","2,052.10","2,036.00",15.29K,0.36%
11/28/2023,"2,039.70","2,040.60","2,042.70","2,039.70",174.66K,1.39%
11/27/2023,"2,011.80","2,011.70","2,011.80","2,011.70",0.23K,0.48%
11/24/2023,"2,002.20","1,991.90","2,002.20","1,991.50",0.06K,0.54%
11/22/2023,"1,991.40","1,999.10","1,999.40","1,991.00",6.08K,-0.40%
11/21/2023,"1,999.30","1,990.70","2,005.50","1,988.50",0.02K,1.09%
11/20/2023,"1,977.70","1,978.70","1,979.40","1,969.70",0.18K,-0.20%
11/17/2023,"1,981.60","1,982.50","1,984.00","1,979.80",0.03K,-0.12%
11/16/2023,"1,983.90","1,965.30","1,983.90","1,964.60",0.04K,1.21%
11/15/2023,"1,960.10","1,962.80","1,962.80","1,960.00",0.01K,-0.09%
11/14/2023,"1,961.80","1,965.80","1,965.80","1,961.80",0.00K,0.84%
11/13/2023,"1,945.50","1,939.90","1,947.20","1,934.00",0.19K,0.67%
11/10/2023,"1,932.60","1,959.60","1,959.60","1,932.60",0.38K,-1.61%
11/09/2023,"1,964.20","1,951.70","1,964.20","1,945.30",0.01K,0.65%
11/08/2023,"1,951.50","1,967.80","1,967.80","1,947.70",0.04K,-0.78%
11/07/2023,"1,966.80","1,966.50","1,966.80","1,960.70",0.02K,-0.75%
11/06/2023,"1,981.60","1,981.60","1,981.60","1,977.40",0.13K,-0.50%
11/03/2023,"1,991.50","1,989.00","1,991.50","1,989.00",0.01K,0.30%
11/02/2023,"1,985.60","1,989.10","1,990.30","1,979.50",0.04K,0.34%
11/01/2023,"1,978.80","1,990.50","1,990.50","1,977.80",0.04K,-0.32%
10/31/2023,"1,985.20","1,996.50","2,001.00","1,983.70",0.08K,-0.55%
10/30/2023,"1,996.20","2,004.10","2,004.10","1,992.50",0.16K,0.38%
10/27/2023,"1,988.60","1,988.60","1,988.60","1,988.60",0.37K,0.07%
10/26/2023,"1,987.20","1,988.20","1,988.20","1,980.40",0.52K,0.16%
10/25/2023,"1,984.10","1,971.20","1,985.30","1,971.20",0.10K,0.46%
10/24/2023,"1,975.00","1,970.30","1,975.00","1,970.30",0.01K,-0.07%
10/23/2023,"1,976.30","1,976.20","1,978.90","1,972.90",0.13K,-0.31%
10/20/2023,"1,982.50","1,981.10","1,988.60","1,980.40",0.56K,0.72%
10/19/2023,"1,968.40","1,950.10","1,977.70","1,945.70",1.95K,0.67%
10/18/2023,"1,955.30","1,935.00","1,957.90","1,935.00",0.07K,1.70%
10/17/2023,"1,922.70","1,914.30","1,925.80","1,914.30",0.10K,0.08%
10/16/2023,"1,921.10","1,910.40","1,921.10","1,910.30",0.05K,-0.33%
10/13/2023,"1,927.40","1,877.50","1,930.10","1,877.50",0.04K,3.11%
10/12/2023,"1,869.30","1,874.70","1,881.20","1,867.00",0.05K,-0.19%
10/11/2023,"1,872.80","1,869.50","1,874.60","1,869.10",0.07K,0.63%
10/10/2023,"1,861.00","1,857.00","1,861.40","1,852.80",0.24K,0.62%
10/09/2023,"1,849.50","1,842.50","1,861.50","1,842.50",0.23K,1.05%
10/06/2023,"1,830.20","1,819.00","1,831.80","1,809.40",0.39K,0.75%
10/05/2023,"1,816.60","1,826.30","1,826.30","1,815.60",0.39K,-0.10%
10/04/2023,"1,818.50","1,821.80","1,828.20","1,816.40",0.36K,-0.33%
10/03/2023,"1,824.60","1,825.00","1,830.90","1,816.80",0.31K,-0.30%
10/02/2023,"1,830.00","1,844.10","1,845.90","1,826.70",2.31K,-0.98%
09/29/2023,"1,848.10","1,864.30","1,872.30","1,846.00",1.60K,-0.66%
09/28/2023,"1,860.40","1,875.50","1,878.20","1,856.70",4.65K,-0.60%
09/27/2023,"1,871.60","1,871.60","1,871.60","1,871.60",12.25K,-1.52%
09/26/2023,"1,900.40","1,905.00","1,905.10","1,900.40",0.16K,-0.85%
09/25/2023,"1,916.60","1,916.60","1,916.60","1,916.60",0.11K,-0.46%
09/22/2023,"1,925.40","1,925.40","1,925.40","1,925.40",0.00K,0.32%
09/21/2023,"1,919.20","1,924.00","1,924.00","1,919.20",0.01K,-1.36%
09/20/2023,"1,945.60","1,945.60","1,945.60","1,929.20",0.12K,0.70%
09/19/2023,"1,932.00","1,934.00","1,934.00","1,932.00",0.01K,0.03%
09/18/2023,"1,931.50","1,928.20","1,931.50","1,926.40",0.02K,0.41%
09/15/2023,"1,923.70","1,923.50","1,927.30","1,923.50",0.01K,0.72%
09/14/2023,"1,910.00","1,903.00","1,910.00","1,903.00",0.17K,0.05%
09/13/2023,"1,909.10","1,910.30","1,914.60","1,908.90",0.01K,-0.12%
09/12/2023,"1,911.30","1,920.80","1,920.80","1,911.30",0.36K,-0.62%
09/11/2023,"1,923.30","1,923.00","1,928.30","1,921.80",0.05K,0.26%
09/08/2023,"1,918.40","1,924.00","1,924.70","1,918.40",0.10K,0.05%
09/07/2023,"1,917.50","1,917.60","1,921.50","1,917.50",0.04K,-0.03%
09/06/2023,"1,918.10","1,924.10","1,925.30","1,916.30",0.02K,-0.42%
09/05/2023,"1,926.20","1,934.40","1,934.40","1,924.70",0.11K,-0.70%
09/01/2023,"1,939.80","1,950.00","1,950.00","1,936.60",0.17K,0.08%
08/31/2023,"1,938.20","1,944.40","1,944.40","1,938.20",0.49K,-0.31%
08/30/2023,"1,944.30","1,936.00","1,946.40","1,934.60",0.40K,0.40%
08/29/2023,"1,936.50","1,917.90","1,936.50","1,916.90",1.67K,0.97%
08/28/2023,"1,917.90","1,915.50","1,921.50","1,915.50",0.10K,0.36%
08/25/2023,"1,911.10","1,919.80","1,919.80","1,911.10",0.20K,-0.37%
08/24/2023,"1,918.20","1,920.00","1,920.80","1,918.20",0.34K,-0.02%
08/23/2023,"1,918.50","1,909.60","1,918.50","1,909.60",0.55K,1.17%
08/22/2023,"1,896.40","1,894.60","1,896.80","1,892.80",0.05K,0.16%
08/21/2023,"1,893.30","1,893.60","1,893.60","1,893.30",0.88K,0.38%
08/18/2023,"1,886.10","1,891.80","1,891.80","1,886.10",0.02K,0.11%
08/17/2023,"1,884.10","1,893.70","1,902.40","1,884.00",0.24K,-0.63%
08/16/2023,"1,896.10","1,904.50","1,904.50","1,890.30",0.02K,-0.34%
08/15/2023,"1,902.50","1,906.00","1,907.70","1,895.00",0.07K,-0.42%
08/14/2023,"1,910.60","1,909.30","1,912.60","1,903.30",0.05K,-0.12%
08/11/2023,"1,912.90","1,913.00","1,916.60","1,911.80",0.06K,-0.08%
08/10/2023,"1,914.40","1,921.10","1,927.80","1,911.40",0.18K,-0.05%
08/09/2023,"1,915.40","1,925.40","1,928.80","1,913.70",0.45K,-0.45%
08/08/2023,"1,924.10","1,931.70","1,933.20","1,923.00",0.56K,-0.49%
08/07/2023,"1,933.50","1,941.00","1,941.00","1,929.80",0.38K,-0.31%
08/04/2023,"1,939.60","1,934.90","1,945.00","1,920.00",0.29K,0.39%
08/03/2023,"1,932.00","1,934.20","1,936.50","1,928.00",0.77K,-0.28%
08/02/2023,"1,937.40","1,948.40","1,953.60","1,933.20",0.65K,-0.17%
08/01/2023,"1,940.70","1,964.90","1,965.40","1,940.70",0.69K,-1.51%
07/31/2023,"1,970.50","1,959.20","1,971.60","1,950.00",1.02K,0.52%
07/28/2023,"1,960.40","1,945.50","1,962.20","1,944.20",23.16K,0.77%
07/27/2023,"1,945.40","1,945.40","1,945.40","1,945.40",194.25K,-1.19%
07/26/2023,"1,968.90","1,966.20","1,972.00","1,966.20",0.05K,0.35%
07/25/2023,"1,962.10","1,953.00","1,962.50","1,953.00",0.02K,0.09%
07/24/2023,"1,960.30","1,965.30","1,965.50","1,960.30",0.00K,-0.20%
07/21/2023,"1,964.30","1,961.80","1,964.30","1,961.80",0.05K,-0.20%
07/20/2023,"1,968.30","1,973.70","1,973.70","1,965.60",0.64K,-0.47%
07/19/2023,"1,977.50","1,977.00","1,977.50","1,973.00",0.04K,0.02%
07/18/2023,"1,977.20","1,968.80","1,978.40","1,963.40",0.08K,1.27%
07/17/2023,"1,952.40","1,954.00","1,956.50","1,946.60",0.03K,-0.39%
07/14/2023,"1,960.10","1,958.40","1,960.60","1,952.70",0.09K,0.05%
07/13/2023,"1,959.20","1,961.10","1,961.10","1,953.00",0.12K,0.15%
07/12/2023,"1,956.20","1,932.30","1,958.00","1,932.20",0.13K,1.29%
07/11/2023,"1,931.30","1,925.00","1,937.00","1,924.20",0.14K,0.33%
07/10/2023,"1,925.00","1,923.60","1,926.10","1,912.30",0.27K,-0.06%
07/07/2023,"1,926.20","1,913.40","1,934.10","1,913.40",0.06K,0.92%
07/06/2023,"1,908.70","1,909.30","1,910.20","1,903.20",0.08K,-0.57%
07/05/2023,"1,919.60","1,923.50","1,933.90","1,914.70",0.19K,-0.11%
07/03/2023,"1,921.70","1,917.90","1,929.50","1,917.90",0.04K,0.03%
06/30/2023,"1,921.10","1,908.60","1,921.10","1,900.60",0.45K,0.62%
06/29/2023,"1,909.20","1,909.90","1,909.90","1,892.50",0.29K,-0.16%
06/28/2023,"1,912.30","1,912.30","1,912.30","1,912.30",0.63K,-0.09%
06/27/2023,"1,914.00","1,927.00","1,929.40","1,914.00",0.05K,-0.50%
06/26/2023,"1,923.70","1,922.90","1,928.50","1,922.50",0.07K,0.24%
06/23/2023,"1,919.10","1,918.70","1,932.50","1,918.70",0.10K,0.33%
06/22/2023,"1,912.70","1,920.00","1,921.00","1,912.10",0.24K,-1.07%
06/21/2023,"1,933.30","1,935.60","1,936.80","1,920.00",0.56K,-0.11%
06/20/2023,"1,935.50","1,958.60","1,958.60","1,931.30",0.19K,-1.17%
06/16/2023,"1,958.40","1,961.40","1,962.90","1,953.50",0.12K,0.03%
06/15/2023,"1,957.80","1,941.70","1,958.80","1,926.00",0.33K,0.13%
06/14/2023,"1,955.30","1,946.20","1,958.20","1,940.30",0.20K,0.55%
06/13/2023,"1,944.60","1,960.60","1,967.50","1,940.30",0.34K,-0.55%
06/12/2023,"1,955.30","1,959.70","1,963.50","1,951.40",0.21K,-0.35%
06/09/2023,"1,962.20","1,965.10","1,969.80","1,960.30",0.05K,-0.07%
06/08/2023,"1,963.60","1,943.20","1,969.00","1,943.10",0.43K,1.08%
06/07/2023,"1,942.70","1,959.00","1,968.40","1,940.70",0.14K,-1.16%
06/06/2023,"1,965.50","1,960.80","1,965.50","1,958.80",0.16K,0.38%
06/05/2023,"1,958.00","1,947.50","1,961.90","1,937.80",0.71K,0.29%
06/02/2023,"1,952.40","1,977.10","1,982.50","1,947.40",0.36K,-1.29%
06/01/2023,"1,978.00","1,963.20","1,983.00","1,954.30",0.75K,0.72%
05/31/2023,"1,963.90","1,958.20","1,973.00","1,953.00",5.96K,0.30%
05/30/2023,"1,958.00","1,942.70","1,962.60","1,931.00",37.84K,0.71%
05/26/2023,"1,944.10","1,948.20","1,948.40","1,944.10",166.04K,0.05%
05/25/2023,"1,943.10","1,943.10","1,943.10","1,943.10",0.00K,-1.00%
05/24/2023,"1,962.80","1,975.40","1,975.40","1,962.80",0.19K,-0.49%
05/23/2023,"1,972.40","1,972.40","1,972.40","1,972.40",0.00K,-0.12%
05/22/2023,"1,974.80","1,980.50","1,980.50","1,974.80",0.01K,-0.20%
05/19/2023,"1,978.70","1,960.00","1,978.70","1,960.00",0.11K,1.13%
05/18/2023,"1,956.50","1,956.50","1,956.80","1,956.50",0.02K,-1.22%
05/17/2023,"1,980.70","1,983.60","1,983.60","1,980.70",0.01K,-0.39%
05/16/2023,"1,988.40","1,988.40","1,988.40","1,988.40",0.05K,-1.47%
05/15/2023,"2,018.00","2,013.80","2,018.00","2,013.80",0.00K,0.17%
05/12/2023,"2,014.50","2,014.50","2,014.50","2,014.50",0.12K,-0.01%
05/11/2023,"2,014.70","2,034.10","2,038.30","2,014.00",0.09K,-0.78%
05/10/2023,"2,030.50","2,032.30","2,044.30","2,029.50",0.25K,-0.28%
05/09/2023,"2,036.20","2,026.60","2,037.30","2,025.90",0.24K,0.49%
05/08/2023,"2,026.30","2,022.50","2,026.30","2,022.50",0.00K,0.44%
05/05/2023,"2,017.40","2,046.40","2,046.40","2,004.30",0.06K,-1.49%
05/04/2023,"2,048.00","2,045.00","2,072.00","2,040.00",0.93K,0.96%
05/03/2023,"2,028.60","2,017.10","2,035.10","2,015.20",1.35K,0.71%
05/02/2023,"2,014.30","1,994.70","2,018.00","1,994.70",1.90K,1.56%
05/01/2023,"1,983.40","1,980.10","2,005.00","1,976.90",0.21K,-0.34%
04/28/2023,"1,990.10","1,986.90","1,990.10","1,977.70",0.15K,0.01%
04/27/2023,"1,989.90","1,990.60","2,002.30","1,979.90",0.35K,0.21%
04/26/2023,"1,985.70","1,997.80","1,998.80","1,985.60",0.61K,-0.42%
04/25/2023,"1,994.00","1,995.70","1,999.10","1,982.30",0.31K,0.25%
04/24/2023,"1,989.10","1,981.30","1,989.80","1,977.40",0.14K,0.48%
04/21/2023,"1,979.50","1,996.20","1,996.20","1,974.10",0.13K,-1.40%
04/20/2023,"2,007.60","1,998.00","2,007.60","1,998.00",0.16K,0.62%
04/19/2023,"1,995.20","2,005.70","2,006.40","1,969.80",0.06K,-0.61%
04/18/2023,"2,007.40","1,996.90","2,007.40","1,996.90",0.07K,0.66%
04/17/2023,"1,994.20","2,002.70","2,007.60","1,983.20",0.55K,-0.40%
04/14/2023,"2,002.20","2,041.00","2,047.80","1,995.00",0.72K,-1.92%
04/13/2023,"2,041.30","2,015.60","2,048.60","2,015.60",1.04K,1.51%
04/12/2023,"2,010.90","2,005.20","2,025.70","2,005.20",0.17K,0.30%
04/11/2023,"2,004.80","1,991.40","2,006.50","1,991.40",0.07K,0.79%
04/10/2023,"1,989.10","2,000.00","2,006.60","1,984.00",0.65K,-1.13%
04/06/2023,"2,011.90","2,022.20","2,023.30","2,005.00",,-0.45%
04/05/2023,"2,020.90","2,022.10","2,033.80","2,013.60",0.53K,-0.06%
04/04/2023,"2,022.20","1,984.60","2,027.10","1,979.00",0.81K,1.93%
04/03/2023,"1,983.90","1,968.10","1,991.70","1,950.00",0.74K,0.76%
